"","Federal.State","Year","wage.mean","female.perc","good.health.perc","unemp.perc","mean.age","mean.askingwage","Bite","Trend.perc"
"40","Mecklenburg",2013,13.6290281279222,0.534632034632035,0.699745547073791,0.132352941176471,53.2854030501089,1183.57142857143,1.6034150738732,97
"41","Mecklenburg",2014,14.0252480828005,0.557522123893805,0.745358090185676,0.120353982300885,50.4076086956522,1092.10526315789,1.65002918621182,100
"42","Mecklenburg",2015,14.1823789830155,0.55595026642984,0.71830985915493,0.133214920071048,50.4316163410302,1275.92592592593,1.66851517447242,100
"43","North-Rhine-Westphalia",2010,18.1313842179829,0.524145131819368,0.7534174553102,0.0821545157780196,50.6230749151658,1153.99018003273,2.13310402564505,54
"44","North-Rhine-Westphalia",2011,18.3393025176435,0.545845518665061,0.73877245508982,0.0683069511355816,51.02232248872,1250.46391752577,2.1575650020757,43
"45","North-Rhine-Westphalia",2012,18.4680694631445,0.530594212502761,0.760511882998172,0.0671296296296296,50.9615945551774,1217.09057301294,2.17271405448759,49
"46","North-Rhine-Westphalia",2013,17.6521064200777,0.525177959398893,0.755896751223854,0.0829741379310345,51.6186194128537,1257.49619482496,2.07671840236209,53
"47","North-Rhine-Westphalia",2014,18.0840192824156,0.541390150192106,0.729514513228872,0.0758078602620087,48.8125264494287,1228.27091633466,2.12753168028419,44
"48","North-Rhine-Westphalia",2015,18.3793609206831,0.543532101352639,0.736802222783531,0.0874403815580286,47.4757096589827,1278.33675564682,2.16227775537449,49
"49","Saarland",2010,17.3376781603141,0.536585365853659,0.711656441717791,0.0775510204081633,49.9365853658537,1191.31578947368,2.0397268423899,32
"50","Saarland",2011,16.3115406245954,0.567272727272727,0.64804469273743,0.0763636363636364,49.7339055793991,1237.5,1.91900477936416,45
"51","Saarland",2012,16.4661131923235,0.518867924528302,0.679245283018868,0.0882352941176471,49.419512195122,968.965517241379,1.93718978733217,58
"52","Saarland",2013,15.8598567677058,0.547486033519553,0.681318681318681,0.0925925925925926,50.4078212290503,1382.82857142857,1.86586550208303,50
"53","Saarland",2014,16.3046159217799,0.549586776859504,0.689655172413793,0.128099173553719,49.3316062176166,1189.70588235294,1.9181901084447,45
"54","Saarland",2015,18.3687010276024,0.551867219917012,0.672514619883041,0.103174603174603,47.3526970954357,1252.7027027027,2.16102365030617,59
"55","Saxony",2010,13.9313049819607,0.502579218865144,0.764381402679275,0.118981737686774,50.5755342667649,1131.37651821862,1.63897705670126,85
"56","Saxony",2010,13.9313049819607,0.502579218865144,0.764381402679275,0.118981737686774,50.5755342667649,1131.37651821862,1.63897705670126,90
"57","Saxony",2011,13.966782894236,0.528710725893825,0.743178170144462,0.108342361863489,51.3756201275691,1183.69369369369,1.64315092873365,83
"58","Saxony",2011,13.966782894236,0.528710725893825,0.743178170144462,0.108342361863489,51.3756201275691,1183.69369369369,1.64315092873365,68
"59","Saxony",2012,13.8212840068268,0.5185667752443,0.744408945686901,0.110032362459547,52.2760524499655,1221.29186602871,1.62603341256786,87
"60","Saxony",2012,13.8212840068268,0.5185667752443,0.744408945686901,0.110032362459547,52.2760524499655,1221.29186602871,1.62603341256786,83
"61","Saxony",2013,14.1952876715353,0.512249443207127,0.732656514382403,0.101505856107083,52.8622486969471,1267.45762711864,1.67003384371004,100
"62","Saxony",2013,14.1952876715353,0.512249443207127,0.732656514382403,0.101505856107083,52.8622486969471,1267.45762711864,1.67003384371004,97
"63","Saxony",2014,14.979121261502,0.526572999389126,0.709558823529412,0.0904092852779475,50.4783989834816,1209.92307692308,1.76224956017671,89
"64","Saxony",2014,14.979121261502,0.526572999389126,0.709558823529412,0.0904092852779475,50.4783989834816,1209.92307692308,1.76224956017671,99
"65","Saxony",2015,15.2255608383587,0.523529411764706,0.722972972972973,0.0913770913770914,50.6294117647059,1242.85714285714,1.79124245157161,89
"66","Saxony",2015,15.2255608383587,0.523529411764706,0.722972972972973,0.0913770913770914,50.6294117647059,1242.85714285714,1.79124245157161,91
"67","Schleswig-Holstein",2010,17.0324525616374,0.516252390057361,0.753571428571429,0.101796407185629,51.5678776290631,1094.91525423729,2.00381794842792,53
"68","Schleswig-Holstein",2011,16.7286030176728,0.548743718592965,0.783430232558139,0.0974874371859296,50.6102719033233,1133.76691729323,1.96807094325563,54
"69","Schleswig-Holstein",2012,16.5662250124519,0.544077134986226,0.767019667170953,0.0756811301715439,51.8907692307692,1086.675,1.94896764852375,64
"70","Schleswig-Holstein",2013,17.4765256899691,0.554276315789474,0.75065274151436,0.103860294117647,52.5292153589316,1209.84671532847,2.05606184587872,54
"71","Schleswig-Holstein",2014,16.9955198681854,0.557917109458023,0.7,0.0839532412327311,48.767701863354,1336.59574468085,1.99947292566887,51
"72","Schleswig-Holstein",2015,17.3309574434987,0.550282485875706,0.721153846153846,0.0887185104052574,47.5559322033898,1335.22727272727,2.03893616982337,62
"73","Thuringia",2010,13.4784196810013,0.525179856115108,0.756410256410256,0.108593012275732,51.2338129496403,1138,1.58569643305897,100
"74","Thuringia",2011,13.7020681440815,0.544394618834081,0.734417344173442,0.111210762331839,51.9372900335946,1224.51923076923,1.61200801695076,86
"75","Thuringia",2012,14.1059372319949,0.537715517241379,0.751048951048951,0.10376492194674,52.9091954022988,1156.52066115702,1.65952202729352,99
"76","Thuringia",2013,14.2854238128599,0.540073982737361,0.732558139534884,0.103513770180437,53.7388613861386,1142.77227722772,1.68063809563058,87
"77","Thuringia",2014,14.7023971239314,0.552683896620278,0.733031674208145,0.0845771144278607,51.0259336099585,1180.86419753086,1.72969377928604,81
"78","Thuringia",2015,15.373575623262,0.544385026737968,0.735703245749614,0.0866935483870968,51.4983957219251,1393.82716049383,1.80865595567788,89
